Title,Abstract,Category,PDF File,Year
The Concave-Convex Procedure (CCCP),"We introduce the Concave-Convex procedure (CCCP) which con structs discrete time iterative dynamical systems which are guar anteed to monotonically decrease global optimization/energy func tions. It can be applied to (almost) any optimization problem and many existing algorithms can be interpreted in terms of CCCP. In particular, we prove relationships to some applications of Legendre transform techniques. We then illustrate CCCP by applications to Potts models, linear assignment, EM algorithms, and Generalized Iterative Scaling (GIS). CCCP can be used both as a new way to understand existing optimization algorithms and as a procedure for generating new algorithms. 1 Introduction There is a lot of interest in designing discrete time dynamical systems for inference and learning (see, for example, [10], [3], [7], [13]). This paper describes a simple geometrical Concave-Convex procedure (CCCP) for constructing discrete time dynamical systems which can be guaranteed to decrease almost any ",Optimization & Theoretical ML,a012869311d64a44b5a0d567cd20de04-Paper.pdf,2001
Active Learning,"We investigate the following data miningproblem fromComputational Chemistry: Fromalargedatasetofcompounds,findthosethatbindto atargetmoleculeinasfewiterationsofbiologicaltestingaspossible.In eachiterationacomparativelysmallbatchofcompoundsisscreenedfor bindingtothetarget. We applyactivelearningtechniques forselecting thesuccessivebatches. Oneselectionstrategypicksunlabeledexamplesclosesttothemaximum marginhyperplane. Anotherproducesmanyweightvectorsbyrunning perceptronsovermultiplepermutationsofthedata. Eachweightvector voteswithits (cid:7) predictionandwepicktheunlabeledexamplesforwhich thepredictionismostevenlysplitbetween (cid:8) and (cid:9) . Forathirdselec- tionstrategynotethateachunlabeledexamplebisectstheversionspace of consistent weight vectors. We estimate the volume on both sides of thesplitbybouncingabilliardthroughtheversionspaceandselectun- labeledexamplesthatcausethemostevensplitoftheversionspace. We demonstrate that ontwo data sets provided byDuPont Pharmaceu- ticalsthat",NLP,a03fa30821986dff10fc66647c84c9c3-Paper.pdf,2001
Intransitive Likelihood-Ratio Classifiers,"Inthiswork,weintroduceaninformation-theoreticbasedcorrectionterm tothelikelihoodratioclassificationmethodformultipleclasses. Under certainconditions,thetermissufficientforoptimallycorrectingthedif- ferencebetweenthetrueandestimatedlikelihoodratio,andweanalyze this in the Gaussian case. We find that the new correctionterm signif- icantly improves the classification results when tested on medium vo- cabulary speech recognitiontasks. Moreover,the additionof this term makesthe class comparisonsanalogoustoan intransitivegameandwe therefore use several tournament-likestrategies to deal with this issue. Wefindthatfurthersmallimprovementsareobtainedbyusinganappro- priatetournament.Lastly,wefindthatintransitivityappearstobeagood measureofclassificationconfidence. 1 Introduction An important aspect of decision theory is multi-way pattern classification whereby one mustdeterminetheclass (cid:2)(cid:4) (cid:3) foragivendatavector (cid:5) thatminimizestheoverallrisk: (cid:2) (cid:3)(cid:7) (cid:6) ",Optimization & Theoretical ML,a088ea2078cd92b0b8a0e78a32c5c082-Paper.pdf,2001
Transform-invariant image decomposition,"Recent work has shown impressive transform-invariant modeling andclusteringforsetsofimagesofobjectswithsimilarappearance. We seek toexpand these capabilitiesto sets of imagesof anobject class that show considerable variation across individual instances (e.g.pedestrianimages)usingarepresentationbasedonpixel-wise similarities, similarity templates. Because of its invariance to the colorsofparticularcomponentsofanobject,thisrepresentationen- ablesdetectionofinstancesofanobjectclassandenablesalignment ofthoseinstances. Further,thismodelimplicitlyrepresentsthere- gions of color regularity in the class-speci(cid:12)c image set enabling a decomposition of that object class into component regions. 1 Introduction Images of a class of objects are often not e(cid:11)ectively characterized by a Gaussian distribution or even a mixture of Gaussians. In particular, we are interested in modeling classes of objects that are characterized by similarities and di(cid:11)erences betweenimagepixelsrathertha",Computer Vision,a1d7311f2a312426d710e1c617fcbc8c-Paper.pdf,2001
Activity Driven Adaptive Stochastic,"Cortical neurons might be considered as threshold elements inte grating in parallel many excitatory and inhibitory inputs. Due to the apparent variability of cortical spike trains this yields a strongly fluctuating membrane potential, such that threshold crossings are highly irregular. Here we study how a neuron could maximize its sensitivity w.r.t. a relatively small subset of excitatory input. Weak signals embedded in fluctuations is the natural realm of stochastic resonance. The neuron's response is described in a hazard-function approximation applied to an Ornstein-Uhlenbeck process. We an alytically derive an optimality criterium and give a learning rule for the adjustment of the membrane fluctuations, such that the sensitivity is maximal exploiting stochastic resonance. We show that adaptation depends only on quantities that could easily be estimated locally (in space and time) by the neuron. The main results are compared with simulations of a biophysically more re alistic neuron",Optimization & Theoretical ML,a29d1598024f9e87beab4b98411d48ce-Paper.pdf,2001
Reinforcement Learning,"This paper presents reinforcement learning with a Long Short Term Memory recurrent neural network: RL-LSTM. Model-free RL-LSTM using Advantage(,x) learning and directed exploration can solve non-Markovian tasks with long-term dependencies be tween relevant events. This is demonstrated in a T-maze task, as well as in a difficult variation ofthe pole balancingtask. 1 Introduction Reinforcement learning (RL) is a way oflearning how to behave based on delayed reward signals [12]. Among the more important challenges for RL are tasks where part ofthe state ofthe environment is hidden from the agent. Suchtasks are called non-MarkoviantasksorPartiallyObservableMarkovDecisionProcesses. Manyreal world tasks have this problem of hidden state. For instance, in a navigation task different positions in the environment may look the same, but one and the same action may lead to different next states or rewards. Thus, hidden state makes RL more realistic. However, it also makes it more difficult, becau",Reinforcement Learning,a38b16173474ba8b1a95bcbc30d3b8a5-Paper.pdf,2001
The Intelligent Surfer:,"The PageRank algorithm, used in the Google search engine, greatly improves the results of Web search by taking into account the link structure of the Web. PageRank assigns to a page a score propor- tional to the number of times a random surfer would visit that page, if it surfed indefinitely from page to page, following all outlinks from a page with equal probability. We propose to improve Page- Rank by using a more intelligent surfer, one that is guided by a probabilistic model of the relevance of a page to a query. Efficient execution of our algorithm at query time is made possible by pre- computing at crawl time (and thus once for all queries) the neces- sary terms. Experiments on two large subsets of the Web indicate that our algorithm significantly outperforms PageRank in the (hu- man-rated) quality of the pages returned, while remaining efficient enough to be used in today’s large search engines. 1 Introduction Traditional information retrieval techniques can give poor results on",Optimization & Theoretical ML,a501bebf79d570651ff601788ea9d16d-Paper.pdf,2001
ADynamic HMM for On-line,"We propose a novel method for the analysis of sequential data that exhibits an inherent mode switching. In particular, the data might be a non-stationary time series from a dynamical system that switches between multiple operating modes. Unlike other ap proaches, our method processes the data incrementally and without any training of internal parameters. We use an HMM with a dy namically changing number of states and an on-line variant of the Viterbi algorithm that performs an unsupervised segmentation and classification of the data on-the-fly, i.e. the method is able to pro cess incoming data in real-time. The main idea of the approach is to track and segment changes of the probability density of the data in a sliding window on the incoming data stream. The usefulness of the algorithm is demonstrated by an application to a switching dynamical system. 1 Introduction Abrupt changes can occur in many different real-world systems like, for example, in speech, in climatological or industri",Computer Vision,a48564053b3c7b54800246348c7fa4a0-Paper.pdf,2001
S.KoenigandM.Likhachev,"Incrementalsearchtechniquesfindoptimalsolutionstoseriesofsimilar search tasks much faster than is possible by solving each search task fromscratch. Whileresearchershavedevelopedincrementalversionsof uninformedsearchmethods, we developan incrementalversionof A*. The first search of LifelongPlanning A* is the same as that of A* but allsubsequentsearchesaremuchfasterbecauseitreusesthosepartsof theprevioussearchtreethatareidenticaltothenewsearchtree.Wethen presentexperimentalresultsthatdemonstratetheadvantagesofLifelong PlanningA*forsimplerouteplanningtasks. 1 Overview Artificial intelligencehas investigatedknowledge-basedsearchtechniquesthat allowone tosolvesearchtasksinlargedomains. Mostoftheresearchonthesemethodshasstudied how to solve one-shot search problems. However, search is often a repetitive process, whereoneneedstosolveaseriesofsimilarsearchtasks,forexample,becausetheactual situation turns out to be slightly different from the one initially assumed or because the situation chang",Optimization & Theoretical ML,a591024321c5e2bdbd23ed35f0574dde-Paper.pdf,2001
Grouping and dimensionality reduction by,"Locally Linear Embedding (LLE) is an elegant nonlinear dimensionality-reduction technique recently introduced by Roweis and Saul [2]. It fails when the data is divided into separate groups. We study a variant of LLE that can simultaneously group the data and calculate local embedding of each group. An estimate for the upper bound on the intrinsic dimension of the data set is obtained automatically. 1 Introduction Consider a collection of N data points Xi E ]RD. Suppose that, while the dimension D is large, we have independent information suggesting that the data are distributed on a manifold of dimension d < < D. In many circumstances it is beneficial to calculate the coordinates Yi E ]Rd of the data on the lower-dimensional manifold, both because the shape of the manifold may yield some insight in the process that produced the data, and because it is cheaper to store and manipulate the data when it is embedded in fewer dimensions. How can we compute such coordinates? Principal compone",Optimization & Theoretical ML,a5a61717dddc3501cfdf7a4e22d7dbaa-Paper.pdf,2001
Partially labeled classification with Markov,"To classify a large number of unlabeled examples we combine a lim- itednumberoflabeledexampleswithaMarkovrandomwalkrepresen- tationovertheunlabeledexamples.Therandomwalkrepresentationex- ploitsanylowdimensionalstructureinthedatainarobust,probabilistic manner. Wedevelopandcompareseveralestimationcriteria/algorithms suitedtothisrepresentation. Thisincludesinparticularmulti-wayclas- sificationwithanaveragemargincriterionwhichpermitsaclosedform solution. Thetimescaleoftherandomwalkregularizestherepresenta- tionandcanbesetthroughamargin-basedcriterionfavoringunambigu- ousclassification. We also extendthis basic regularizationbyadapting time scales for individual examples. We demonstrate the approach on syntheticexamplesandontextclassificationproblems. 1 Introduction Classificationwithpartiallylabeledexamplesinvolvesalimiteddatasetoflabeledexam- plesaswellasalargeunlabeleddataset. Theunlabeledexamplestobeclassifiedprovide informationaboutthestructureofthedomainwhilethefewlabeledexamplesident",NLP,a82d922b133be19c1171534e6594f754-Paper.pdf,2001
Dynamic Time-Alignment Kernel in,"A new class of Support Vector Machine (SVM) that is applica- ble to sequential-pattern recognition such as speech recognition is developed by incorporating an idea of non-linear time alignment into the kernel function. Since the time-alignment operation of sequential pattern is embedded in the new kernel function, stan- dard SVM training and classi(cid:12)cation algorithms can be employed without further modi(cid:12)cations. The proposed SVM (DTAK-SVM) is evaluated in speaker-dependent speech recognition experiments of hand-segmented phoneme recognition. Preliminary experimen- tal results show comparable recognition performance with hidden Markov models (HMMs). 1 Introduction SupportVectorMachine(SVM)[1]isoneofthelatestandmostsuccessfulstatistical pattern classi(cid:12)er that utilizes a kernel technique [2, 3]. The basic form of SVM classi(cid:12)er which classi(cid:12)es an input vector x2Rn is expressed as N N g(x)= (cid:11) y (cid:30)(x )(cid:1)(cid:30)(x)+b= (cid:11) y K(x ;x)+b; ",Optimization & Theoretical ML,a869ccbcbd9568808b8497e28275c7c8-Paper.pdf,2001
Associative memory in realistic neuronal,"Almost two decades ago, Hopfield [1] showed that networks of highly reduced model neurons can exhibit multiple attracting fixed points, thus providing a substrate for associative memory. It is still not clear, however, whether realistic neuronal networks can support multiple attractors. The main difficulty is that neuronal networks in vivo exhibit a stable background state at low firing rate, typ ically a few Hz. Embedding attractor is easy; doing so without destabilizing the background is not. Previous work [2,3] focused on the sparse coding limit, in which a vanishingly small number of neurons are involved in any memory. Here we investigate the case in which the number of neurons involved in a memory scales with the number of neurons in the network. In contrast to the sparse coding limit, we find that multiple attractors can co-exist robustly with a stable background state. Mean field theory is used to under stand how the behavior of the network scales with its parameters, and simula",Computer Vision,a96d3afec184766bfeca7a9f989fc7e7-Paper.pdf,2001
A General Greedy Approximation Algorithm,"Greedy approximation algorithms have been frequently used to obtain sparsesolutionstolearningproblems.Inthispaper,wepresentageneral greedy algorithm for solving a class of convex optimization problems. We deriveaboundontherateofapproximationforthisalgorithm,and show that ouralgorithmincludes a numberof earlier studies as special cases. 1 Introduction Thegoalofmachinelearningistoobtainacertaininput/outputfunctionalrelationshipfrom asetoftrainingexamples.Inordertodoso,weneedtostartwithamodelofthefunctional relationship.Inpractice,itisoftendesirabletofindthesimplestmodelthatcanexplainthe data.Thisisbecausesimplemodelsareofteneasiertounderstandandcanhavesignificant computationaladvantagesovermorecomplicatedmodels. Inaddition,thephilosophyof Occam’sRazorimpliesthatthesimplestsolutionislikelytobethebestsolutionamongall possiblesolutions, Inthispaper,weareinterestedincompositemodelsthatcanbeexpressedaslinearcom- binationsofbasic models. Inthis framework,it is naturalto measurethesimplicity of",Optimization & Theoretical ML,a9813e9550fee3110373c21fa012eee7-Paper.pdf,2001
Reducing multiclass to binary by,"This paper presents a method for obtaining class membership probability esti- matesformulticlassclassificationproblemsbycouplingtheprobabilityestimates produced bybinaryclassifiers. Thisisanextensionforarbitrarycodematrices of a method due to Hastie and Tibshirani for pairwise coupling of probability estimates.ExperimentalresultswithBoostedNaiveBayesshowthatourmethod producescalibratedclassmembershipprobabilityestimates,whilehavingsimilar classificationaccuracyasloss-baseddecoding,amethodforobtainingthemost likelyclassthatdoesnotgenerateprobabilityestimates. 1 Introduction Thetwomostwell-knownapproachesforreducinga multiclassclassificationproblemto a set of binaryclassification problemsare knownas one-against-alland all-pairs. In the one-against-allapproach,wetrainaclassifierforeachoftheclassesusingaspositiveex- amplesthetrainingexamplesthatbelongtothatclass,andasnegativesalltheothertraining examples. Intheall-pairsapproach,wetraina classifierforeachpossiblepairofclasses ignoringtheexa",NLP,abdbeb4d8dbe30df8430a8394b7218ef-Paper.pdf,2001
Linear Time Inference in Hierarchical HMMs,"ThehierarchicalhiddenMarkovmodel(HHMM)is a generalizationof thehiddenMarkovmodel(HMM)thatmodelssequenceswithstructure at many length/time scales [FST98]. Unfortunately, the original infer- encealgorithmisrathercomplicated,andtakes (cid:2)(cid:4) (cid:3)(cid:6) (cid:5)(cid:8) (cid:7)(cid:10) (cid:9) time,where (cid:5) is thelengthofthesequence,makingitimpracticalformanydomains. In thispaper,weshowhowHHMMsareaspecialkindofdynamicBayesian network(DBN),andtherebyderiveamuchsimplerinferencealgorithm, which only takes (cid:2)(cid:4) (cid:3)(cid:6) (cid:5)(cid:11) (cid:9) time. Furthermore, by drawingthe connection between HHMMs and DBNs, we enable the application of many stan- dardapproximationtechniquestofurtherspeedupinference. 1 Introduction The Hierarchical HMM [FST98] is an extension of the HMM that is designed to modeldomainswithhierarchicalstructure,e.g.,naturallanguage,XML,DNAsequences [HIM (cid:12) 00], handwriting [FST98], plan recognition [BVW00], visual action recogntion [IB00, M",NLP,aebf7782a3d445f43cf30ee2c0d84dee-Paper.pdf,2001
Sequential noise compensation by,"We present a sequential Monte Carlo method applied to additive noise compensation for robust speech recognition in time-varying noise. Themethodgeneratesasetofsamplesaccordingtotheprior distribution given by clean speech models and noise prior evolved from previous estimation. An explicit model representing noise ef- fects on speech features is used, so that an extended Kalman fllter is constructed for each sample, generating the updated continuous stateestimateastheestimationofthenoiseparameter,andpredic- tion likelihood for weighting each sample. Minimum mean square error(MMSE)inferenceofthetime-varyingnoiseparameteriscar- riedoutoverthesesamplesbyfusiontheestimationofsamplesac- cording to their weights. A residual resampling selection step and aMetropolis-Hastingssmoothingstepareusedtoimprovecalcula- tion e–ciency. Experiments were conducted on speech recognition in simulated non-stationary noises, where noise power changed ar- tiflcially, and highly non-stationary Machinegun noise.",NLP,b2ab001909a8a6f04b51920306046ce5-Paper.pdf,2001
Direct value-approxiIllation for factored MDPs,"We present a simple approach for computing reasonable policies for factored Markov decision processes (MDPs), when the opti malvaluefunction canbe approximatedbya compact linearform. Our method is based on solving a single linear program that ap proximates the best linear fit to the optimal value function. By applying an efficient constraint generation procedure we obtain an iterativesolutionmethodthattacklesconciselinearprograms. This direct linear programmingapproach experimentallyyields a signif icant reduction in computation time over approximate value- and policy-iteration methods (sometimes reducing several hours to a few seconds). However, the quality of the solutions produced by linear programming is weaker-usually about twice the approxi mation error for the same approximating class. Nevertheless, the speed advantage allows one to use larger approximationclasses to achieve similarerror in reasonable time. 1 Introduction Markov decision processes (MDPs) form a foundation for co",Reinforcement Learning,b3b4d2dbedc99fe843fd3dedb02f086f-Paper.pdf,2001
Perceptual Metamers,"Theories of cue combination suggest the possibility of constructing visual stimuli that evoke different patterns of neural activity in sensory areas of the brain, but that cannot be distinguished by any behavioral measure of perception. Such stimuli, if they exist, would be interesting for two reasons. First, one could know that none of the differences between the stimuli survive past the computations used to build the percepts. Second, it can be difficult to distinguish stimulus-driven components of measured neural activity from top-down components (such as those due to the interestingness of the stimuli). Changing the stimulus without changing the percept could be exploited to measure the stimulus- driven activity. Here we describe stimuli in which vertical and horizontal disparities trade during the construction of percepts of slanted surfaces, yielding stimulus equivalence classes. Equivalence class membership changed after a change of vergence eye posture alone, without changes to",Computer Vision,b5f1e8fb36cd7fbeb7988e8639ac79e9-Paper.pdf,2001
Scaling laws and local minima in Hebbian ICA,"We study the dynamics of a Hebbian ICA algorithm extracting a sin- gle non-Gaussian component from a high-dimensionalGaussian back- ground. Forbothon-lineandbatchlearningwefindthatasurprisingly largenumberofexamplesarerequiredtoavoidtrappinginasub-optimal state close to the initial conditions. To extract a skewed signal at least (cid:0)(cid:2) (cid:1)(cid:4) (cid:3)(cid:6) (cid:5)(cid:8) (cid:7) examplesarerequiredfor (cid:3) -dimensionaldataand (cid:0)(cid:2) (cid:1)(cid:9) (cid:3)(cid:11) (cid:10)(cid:12) (cid:7) exam- plesarerequiredtoextractasymmetricalsignalwithnon-zerokurtosis. 1 Introduction Independentcomponentanalysis (ICA)is a statistical modellingtechniquewhichhas at- tractedasignificantamountofresearchinterestinrecentyears(forareview,seeHyva¨rinen, 1999).ThegoalofICAistofindarepresentationofdataintermsofacombinationofsta- tisticallyindependentvariables.Anumberofneurallearningalgorithmshavebeenapplied tothisproblem,asdetailedintheaforementionedreview. Theoretical studies of ",Optimization & Theoretical ML,b8b4b727d6f5d1b61fff7be687f7970f-Paper.pdf,2001
Online Learning with Kernels,"WeconsideronlinelearninginaReproducingKernelHilbertSpace.Our method is computationallyefficient and leads to simple algorithms. In particularwe deriveupdateequationsforclassification, regression,and noveltydetection. Theinclusionofthe (cid:0) -trickallowsustogivearobust parameterization. Moreover,unlikein batchlearningwherethe (cid:0) -trick onlyappliestothe (cid:1) -insensitivelossfunctionweareabletoderivegen- eraltrimmed-meantypesofestimatorssuchasforHuber’srobustloss. 1 Introduction Whilekernelmethodshaveproventobesuccessfulinmanybatchsettings(SupportVector Machines,GaussianProcesses,RegularizationNetworks)theextensiontoonlinemethods hasprovento providesomeunsolvedchallenges. Firstly, thestandardonlinesettingsfor linear methods are in dangerof overfitting, when appliedto an estimator using a feature spacemethod. Thiscallsforregularization(orpriorprobabilitiesinfunctionspaceifthe GaussianProcessviewistaken). Secondly,thefunctionalrepresentationoftheestimatorbecomesmorecomplexasthenum",Optimization & Theoretical ML,bd5af7cd922fd2603be4ee3dc43b0b77-Paper.pdf,2001
Adam Kepecs* and Sridhar Raghavachari,"Neurons receive excitatory inputs via both fast AMPA and slow NMDA type receptors. We find that neurons receiving input via NMDA receptors can have two stable membrane states which are input dependent. Action potentials can only be initiated from the higher voltage state. Similar observations have been made in sev eral brain areas which might be explained by our model. The in teractions between the two kinds of inputs lead us to suggest that some neurons may operate in 3 states: disabled, enabled and fir ing. Such enabled, but non-firing modes can be used to introduce context-dependent processing in neural networks. We provide a simple example and discuss possible implications for neuronal pro cessing and response variability. 1 Introduction Excitatory interactions between neurons are mediated by two classes of synapses: AMPA and NMDA. AMPA synapses act on a fast time scale (TAMPA'"" 5ms), and their role in shaping network dynamics has been extensively studied. The NMDA type receptors a",NLP,bdc4626aa1d1df8e14d80d345b2a442d-Paper.pdf,2001
Convolution Kernels for Natural Language,"WedescribetheapplicationofkernelmethodstoNaturalLanguagePro- cessing(NLP)problems. InmanyNLPtaskstheobjectsbeingmodeled arestrings,trees,graphsorotherdiscretestructureswhichrequiresome mechanismtoconvertthemintofeaturevectors.Wedescribekernelsfor variousnaturallanguagestructures,allowingrich,highdimensionalrep- resentations of these structures. We show how a kernel over trees can beappliedtoparsingusingthevotedperceptronalgorithm,andwegive experimentalresultsontheATIScorpusofparsetrees. 1 Introduction Kernelmethodshavebeenwidelyusedtoextendtheapplicabilityofmanywell-knownal- gorithms,suchasthePerceptron[1],SupportVectorMachines[6],orPrincipalComponent Analysis[15]. Akeypropertyofthese algorithmsis thattheonlyoperationtheyrequire is the evaluation of dot products between pairs of examples. One may thereforereplace thedotproductwithaMercerkernel,implicitlymappingfeaturevectorsin (cid:0)(cid:2) (cid:1) intoanew space (cid:0)(cid:4) (cid:3) ,andapplyingtheoriginalalgorithminthisnewfeatures",NLP,bf424cb7b0dea050a42b9739eb261a3a-Paper.pdf,2001
On the Convergence of Leveraging,"We give an unified convergence analysis of ensemble learning meth- odsincludinge.g.AdaBoost,LogisticRegressionandtheLeast-Square- Boost algorithm for regression. These methods have in common that theyiterativelycallabaselearningalgorithmwhichreturnshypotheses thatarethenlinearlycombined. Weshowthatthesemethodsarerelated totheGauss-Southwellmethodknownfromnumericaloptimizationand state non-asymptotical convergence results for all these methods. Our analysis includes -normregularizedcost functions leading to a clean andgeneralwaytoregularizeensemblelearning. 1 Introduction WeshowconvergenceratesofensemblelearningmethodssuchasAdaBoost[10],Logistic Regression(LR)[11, 5]andtheLeast-Square(LS)regressionalgorithmcalledLS-Boost [12]. Thesealgorithmshaveincommonthattheyiterativelycallabaselearningalgorithm (alsocalledweaklearner)onaweightedtrainingsample. Thebaselearnerisexpected toreturnineachiteration ahypothesis fromsomehypothesissetofweakhypotheses thathassmallweightedtrainingerror. Thisist",Optimization & Theoretical ML,c215b446bcdf956d848a8419c1b5a920-Paper.pdf,2001
A Quantitative Model of Counterfactual,"Inthispaperweexploretwoquantitativeapproachestothemodellingof counterfactualreasoning–alinearandanoisy-ORmodel–basedonin- formationcontainedinconceptualdependencynetworks.Empiricaldata isacquiredinastudyandthefitofthemodelscomparedtoit. Wecon- cludebyconsideringtheappropriatenessofnon-parametricapproaches tocounterfactualreasoning,andexaminingtheprospectsforotherpara- metricapproachesinthefuture. 1 Introduction Ifrobinsdidn’thavewingswouldtheystillbeabletofly,eatwormsorbuildnests? Pre- viousworkoncounterfactualreasoninghastendedtocharacterisetheprocessesbywhich questions such as these are answered in purely qualitative terms, either focusing on the factorsdeterminingtheironsetandconsequences(seeRoese,1997,forareview);thequal- itative outline of their psychological characteristics (Kahnemanand Miller, 1986; Byrne and Tasso, 1999); or else their logical or schematic properties (Lewis, 1973; Goodman, 1983). And althoughPearl (2000)has describeda formalismaddressingquantitativeas- pectsofc",NLP,c3395dd46c34fa7fd8d729d8cf88b7a8-Paper.pdf,2001
A Neural Oscillator Model of Auditory,"A model of auditory grouping is described in which auditory attention plays a key role. The model is based upon an oscillatory correlation framework, in which neural oscillators representing a single perceptual stream are synchronised, and are desynchronised from oscillators representing other streams. The model suggests a mechanism by which attention can be directed to the high or low tones in a repeating sequence of tones with alternating frequencies. In addition, it simulates the perceptual segregation of a mistuned harmonic from a complex tone. 1 Introduction In virtually all listening situations, we are exposed to a mixture of sound energy from multiple sources. Hence, the auditory system must separate an acoustic mixture in order to create a perceptual description of each sound source. It has been proposed that this process of auditory scene analysis (ASA) [2] takes place in two conceptual stages: segmentation in which the acoustic mixture is separated into its constituent ‘atomi",Computer Vision,c3535febaff29fcb7c0d20cbe94391c7-Paper.pdf,2001
Self-regulation Mechanism of Temporally,"Recentbiologicalexperimental(cid:12)ndingshaveshownthatthesynap- tic plasticity depends on the relative timing of the pre- and post- synaptic spikes whichdetermines whether LongTermPotentiation (LTP) occurs or Long Term Depression (LTD) does. The synaptic plasticity has been called \Temporally Asymmetric Hebbian plas- ticity (TAH)"". Many authors have numerically shown that spatio- temporal patterns can be stored in neural networks. However, the mathematical mechanism for storage of the spatio-temporal pat- terns is stillunknown, especially the e(cid:11)ects of LTD.In this paper, we employ a simple neural network model and show that inter- ference of LTP and LTD disappears in a sparse coding scheme. On the other hand, it is known that the covariance learning is in- dispensable for storing sparse patterns. We also show that TAH qualitatively has the same e(cid:11)ect as the covariance learning when spatio-temporal patterns are embedded in the network. 1 Introduction Recent biologicalexpe",Computer Vision,c4de8ced6214345614d33fb0b16a8acd-Paper.pdf,2001
"An Efficient, Exact Algorithm for Solving","We describe a new algorithm for computing a Nash equilibrium in graphical games, a compact representation for multi-agent systems that we introduced in previous work. The algorithm is the first to compute equilibria both efficiently and exactly for a non-trivial class of graphical games. 1 Introduction Seeking to replicate the representational and computational benefits that graph ical models have provided to probabilistic inference, several recent works have introduced graph-theoretic frameworks for the study of multi-agent sys tems (La Mura 2000; Koller and Milch 2001; Kearns et al. 2001). In the simplest of these formalisms, each vertex represents a single agent, and the edges represent pairwise interaction between agents. As with many familiar network models, the macroscopic behavior of a large system is thus implicitly described by its local inter actions, and the computational challenge is to extract the global states of interest. Classical game theory is typically used to model ",Optimization & Theoretical ML,c5866e93cab1776890fe343c9e7063fb-Paper.pdf,2001
KLD-Sampling: Adaptive Particle Filters,"Overthelastyears,particlefiltershavebeenappliedwithgreatsuccessto avarietyofstateestimationproblems.Wepresentastatisticalapproachto increasingtheefficiencyofparticlefilters byadaptingthesize ofsample setson-the-fly.ThekeyideaoftheKLD-samplingmethodistoboundthe approximationerrorintroducedbythesample-basedrepresentationofthe particlefilter. ThenameKLD-samplingisduetothefactthatwemeasure theapproximationerrorbytheKullback-Leiblerdistance. Ouradaptation approachchoosesasmallnumberofsamplesifthedensityisfocusedon a small partof thestate space, andit choosesa largenumberof samples ifthestateuncertaintyishigh. Boththeimplementationandcomputation overheadofthisapproacharesmall. Extensiveexperimentsusingmobile robotlocalizationasatestapplicationshowthatourapproachyieldsdrastic improvementsover particle filters with fixed sample set sizes and overa previouslyintroducedadaptationtechnique. 1 Introduction Estimatingthestateofadynamicsystembasedonnoisysensormeasurementsisextremely importantinareas",Optimization & Theoretical ML,c5b2cebf15b205503560c4e8e6d1ea78-Paper.pdf,2001
Causal Categorization with Bayes Nets,"A theory of categorization is presented in which knowledge of causal relationships between category features is represented as a Bayesian network. Referred to as causal-model theory, this theory predicts that objects are classified as category members to the extent they are likely to have been produced by a categorys causal model. On this view, people have models of the world that lead them to expect a certain distribution of features in category members (e.g., correlations between feature pairs that are directly connected by causal relationships), and consider exemplars good category members when they manifest those expectations. These expectations include sensitivity to higher-order feature interactions that emerge from the asymmetries inherent in causal relationships. Research on the topic of categorization has traditionally focused on the problem of learning new categories given observations of category members. In contrast, the theory-based view of categories emphasizes the influe",NLP,c5a4e7e6882845ea7bb4d9462868219b-Paper.pdf,2001
Unsupervised Learning of Human Motion,"This paper presents an unsupervisedlearningalgorithmthat can derive theprobabilisticdependencestructureofpartsofanobject(amovinghu- manbodyinourexamples)automaticallyfromunlabeleddata. Thedis- tinguishedpartofthisworkisthatitisbasedonunlabeleddata,i.e.,the training features include both useful foreground parts and background clutter and the correspondencebetween the parts and detected features are unknown. We use decomposable triangulated graphs to depict the probabilistic independence of parts, but the unsupervised technique is not limited to this type of graph. In the new approach, labeling of the data (part assignments) is taken as hidden variables and the EM algo- rithmisapplied. Agreedyalgorithmisdevelopedtoselectpartsandto searchfortheoptimalstructurebasedonthedifferentialentropyofthese variables. The success of ouralgorithmis demonstratedbyapplyingit togeneratemodelsofhumanmotionautomaticallyfromunlabeledreal imagesequences. 1 Introduction Humanmotiondetectionandlabelingisaveryi",Computer Vision,c6335734dbc0b1ded766421cfc611750-Paper.pdf,2001
Orientational and geometric,"Wepresent a modelofthefiring ofplace andhead-direction cellsin rat hippocampus. The modelcanpredict theresponse ofindividual cells and populationsto parametricmanipulations ofboth geomet ric (e.g. O'Keefe & Burgess, 1996) and orientational (Fenton et aI., 2000a) cues, extending a previous geometric model (Hartley et al., 2000). It provides a functional description of how these cells' spatial responses are derived from the rat's environment and makeseasilytestablequantitativepredictions. Considerationofthe phenomenon ofremapping (Muller & Kubie, 1987; Bostock et aI., 1991) indicates that the model may also be consistent with non parametricchanges infiring, andprovides constraints for itsfuture development. 1 Introduction 'Place cells' recorded in the hippocampus of freely moving rats encode the rat's current location (O'Keefe & Dostrovsky, 1971; Wilson & McNaughton, 1993). In open environments a place cell will fire whenever the rat enters a specific portion ofthe environment (the 'plac",Computer Vision,c8758b517083196f05ac29810b924aca-Paper.pdf,2001
